lemmas	text	sentence_num	index_of_token_sent	tags
и	и	2009Zapretnoe_iskusstvo_2006.xml_46	53	content
любой	любой	2009Zapretnoe_iskusstvo_2006.xml_46	54	content
медийный	медийный	2009Zapretnoe_iskusstvo_2006.xml_46	55	content
продукт	продукт	2009Zapretnoe_iskusstvo_2006.xml_46	56	content
,	,	2009Zapretnoe_iskusstvo_2006.xml_46	57	content
например	например	2009Zapretnoe_iskusstvo_2006.xml_46	58	content
,	,	2009Zapretnoe_iskusstvo_2006.xml_46	59	content
мультфильм	мультфильм	2009Zapretnoe_iskusstvo_2006.xml_46	60	content
про	про	2009Zapretnoe_iskusstvo_2006.xml_46	61	content
Микки	Микки	2009Zapretnoe_iskusstvo_2006.xml_46	62	content
Маус	Мауса	2009Zapretnoe_iskusstvo_2006.xml_46	63	content
…	…	2009Zapretnoe_iskusstvo_2006.xml_46	64	content
""""	""""	2009Zapretnoe_iskusstvo_2006.xml_46	65	content
.	.	2009Zapretnoe_iskusstvo_2006.xml_46	66	None
он	Он	2009Zapretnoe_iskusstvo_2006.xml_54	1	source
писать	пишет	2009Zapretnoe_iskusstvo_2006.xml_54	2	cue
дальше	дальше	2009Zapretnoe_iskusstvo_2006.xml_54	3	None
:	:	2009Zapretnoe_iskusstvo_2006.xml_54	4	None
""""	""""	2009Zapretnoe_iskusstvo_2006.xml_54	5	content
следовательно	Следовательно	2009Zapretnoe_iskusstvo_2006.xml_54	6	content
,	,	2009Zapretnoe_iskusstvo_2006.xml_54	7	content
работа	работа	2009Zapretnoe_iskusstvo_2006.xml_54	8	content
В.	В.	2009Zapretnoe_iskusstvo_2006.xml_54	9	content
Бахчанян	Бахчаняна	2009Zapretnoe_iskusstvo_2006.xml_54	10	content
""""	""""	2009Zapretnoe_iskusstvo_2006.xml_54	11	content
без	Без	2009Zapretnoe_iskusstvo_2006.xml_54	12	content
название	названия	2009Zapretnoe_iskusstvo_2006.xml_54	13	content
""""	""""	2009Zapretnoe_iskusstvo_2006.xml_54	14	content
представлять	представляет	2009Zapretnoe_iskusstvo_2006.xml_54	15	content
себя	собой	2009Zapretnoe_iskusstvo_2006.xml_54	16	content
и	и	2009Zapretnoe_iskusstvo_2006.xml_54	17	content
осуществлять	осуществляет	2009Zapretnoe_iskusstvo_2006.xml_54	18	content
предельно	предельно	2009Zapretnoe_iskusstvo_2006.xml_54	19	content
циничный	циничное	2009Zapretnoe_iskusstvo_2006.xml_54	20	content
,	,	2009Zapretnoe_iskusstvo_2006.xml_54	21	content
издевательский	издевательское	2009Zapretnoe_iskusstvo_2006.xml_54	22	content
оскорбление	оскорбление	2009Zapretnoe_iskusstvo_2006.xml_54	23	content
и	и	2009Zapretnoe_iskusstvo_2006.xml_54	24	content
уничижительный	уничижительное	2009Zapretnoe_iskusstvo_2006.xml_54	25	content
,	,	2009Zapretnoe_iskusstvo_2006.xml_54	26	content
дисфорический	дисфорическое	2009Zapretnoe_iskusstvo_2006.xml_54	27	content
высмеивание	высмеивание	2009Zapretnoe_iskusstvo_2006.xml_54	28	content
религиозный	религиозных	2009Zapretnoe_iskusstvo_2006.xml_54	29	content
убеждение	убеждений	2009Zapretnoe_iskusstvo_2006.xml_54	30	content
и	и	2009Zapretnoe_iskusstvo_2006.xml_54	31	content
религиозный	религиозных	2009Zapretnoe_iskusstvo_2006.xml_54	32	content
чувство	чувств	2009Zapretnoe_iskusstvo_2006.xml_54	33	content
православный	православных	2009Zapretnoe_iskusstvo_2006.xml_54	34	content
верующий	верующих	2009Zapretnoe_iskusstvo_2006.xml_54	35	content
,	,	2009Zapretnoe_iskusstvo_2006.xml_54	36	content
жестокий	жестокое	2009Zapretnoe_iskusstvo_2006.xml_54	37	content
унижение	унижение	2009Zapretnoe_iskusstvo_2006.xml_54	38	content
их	их	2009Zapretnoe_iskusstvo_2006.xml_54	39	content
человеческий	человеческого	2009Zapretnoe_iskusstvo_2006.xml_54	40	content
достоинство	достоинства	2009Zapretnoe_iskusstvo_2006.xml_54	41	content
по	по	2009Zapretnoe_iskusstvo_2006.xml_54	42	content
признак	признаку	2009Zapretnoe_iskusstvo_2006.xml_54	43	content
отношение	отношения	2009Zapretnoe_iskusstvo_2006.xml_54	44	content
к	к	2009Zapretnoe_iskusstvo_2006.xml_54	45	content
религия	религии	2009Zapretnoe_iskusstvo_2006.xml_54	46	content
""""	""""	2009Zapretnoe_iskusstvo_2006.xml_54	47	content
.	.	2009Zapretnoe_iskusstvo_2006.xml_54	48	None
как	Как	2009Zavaly_Rosobrnadzora.xml_25	1	cue
сказать	сказал	2009Zavaly_Rosobrnadzora.xml_25	2	cue
в	в	2009Zavaly_Rosobrnadzora.xml_25	3	None
один	одном	2009Zavaly_Rosobrnadzora.xml_25	4	None
из	из	2009Zavaly_Rosobrnadzora.xml_25	5	None
интервью	интервью	2009Zavaly_Rosobrnadzora.xml_25	6	None
""""	""""	2009Zavaly_Rosobrnadzora.xml_25	7	None
нг	НГ	2009Zavaly_Rosobrnadzora.xml_25	8	None
""""	""""	2009Zavaly_Rosobrnadzora.xml_25	9	None
проректор	проректор	2009Zavaly_Rosobrnadzora.xml_25	10	source
высший	Высшей	2009Zavaly_Rosobrnadzora.xml_25	11	source
школа	школы	2009Zavaly_Rosobrnadzora.xml_25	12	source
экономика	экономики	2009Zavaly_Rosobrnadzora.xml_25	13	source
Сергей	Сергей	2009Zavaly_Rosobrnadzora.xml_25	14	source
Рощин	Рощин	2009Zavaly_Rosobrnadzora.xml_25	15	source
,	,	2009Zavaly_Rosobrnadzora.xml_25	16	content
для	для	2009Zavaly_Rosobrnadzora.xml_25	17	content
то	того	2009Zavaly_Rosobrnadzora.xml_25	18	content
,	,	2009Zavaly_Rosobrnadzora.xml_25	19	content
чтобы	чтобы	2009Zavaly_Rosobrnadzora.xml_25	20	content
российский	российской	2009Zavaly_Rosobrnadzora.xml_25	21	content
женщина	женщине	2009Zavaly_Rosobrnadzora.xml_25	22	content
подняться	подняться	2009Zavaly_Rosobrnadzora.xml_25	23	content
к	к	2009Zavaly_Rosobrnadzora.xml_25	24	content
вершина	вершинам	2009Zavaly_Rosobrnadzora.xml_25	25	content
власть	власти	2009Zavaly_Rosobrnadzora.xml_25	26	content
,	,	2009Zavaly_Rosobrnadzora.xml_25	27	content
она	ей	2009Zavaly_Rosobrnadzora.xml_25	28	content
нужный	нужно	2009Zavaly_Rosobrnadzora.xml_25	29	content
быть	быть	2009Zavaly_Rosobrnadzora.xml_25	30	content
в	во	2009Zavaly_Rosobrnadzora.xml_25	31	content
многое	многом	2009Zavaly_Rosobrnadzora.xml_25	32	content
талантливый	талантливей	2009Zavaly_Rosobrnadzora.xml_25	33	content
и	и	2009Zavaly_Rosobrnadzora.xml_25	34	content
умный	умней	2009Zavaly_Rosobrnadzora.xml_25	35	content
коллега	коллеги	2009Zavaly_Rosobrnadzora.xml_25	36	content
-	-	2009Zavaly_Rosobrnadzora.xml_25	37	content
мужчина	мужчины	2009Zavaly_Rosobrnadzora.xml_25	38	content
.	.	2009Zavaly_Rosobrnadzora.xml_25	39	None
""""	""""	2010Chistka_v_sporte.xml_36	1	content
да	Да	2010Chistka_v_sporte.xml_36	2	content
потому	потому	2010Chistka_v_sporte.xml_36	3	content
что	что	2010Chistka_v_sporte.xml_36	4	content
он	он	2010Chistka_v_sporte.xml_36	5	content
с	с	2010Chistka_v_sporte.xml_36	6	content
мы	нами	2010Chistka_v_sporte.xml_36	7	content
контракт	контракт	2010Chistka_v_sporte.xml_36	8	content
не	не	2010Chistka_v_sporte.xml_36	9	content
стать	стал	2010Chistka_v_sporte.xml_36	10	content
подписывать	подписывать	2010Chistka_v_sporte.xml_36	11	content
""""	""""	2010Chistka_v_sporte.xml_36	12	content
,	,	2010Chistka_v_sporte.xml_36	13	None
-	-	2010Chistka_v_sporte.xml_36	14	None
объяснять	объясняет	2010Chistka_v_sporte.xml_36	15	cue
Писеев	Писеев	2010Chistka_v_sporte.xml_36	16	source
.	.	2010Chistka_v_sporte.xml_36	17	None
вряд	Вряд	2010Ekonomisty.xml_3	1	None
ли	ли	2010Ekonomisty.xml_3	2	None
стоить	стоит	2010Ekonomisty.xml_3	3	None
поступать	поступать	2010Ekonomisty.xml_3	4	None
на	на	2010Ekonomisty.xml_3	5	None
экономист	экономиста	2010Ekonomisty.xml_3	6	None
с	с	2010Ekonomisty.xml_3	7	None
прицел	прицелом	2010Ekonomisty.xml_3	8	None
на	на	2010Ekonomisty.xml_3	9	None
бизнес	бизнес	2010Ekonomisty.xml_3	10	None
:	:	2010Ekonomisty.xml_3	11	None
для	для	2010Ekonomisty.xml_3	12	None
это	этого	2010Ekonomisty.xml_3	13	None
нужный	нужны	2010Ekonomisty.xml_3	14	None
менеджерский	менеджерские	2010Ekonomisty.xml_3	15	None
навык	навыки	2010Ekonomisty.xml_3	16	None
.	.	2010Ekonomisty.xml_3	17	None
как	Как	2010Ekonomisty.xml_27	1	None
заявить	заявили	2010Ekonomisty.xml_27	2	cue
""""	""""	2010Ekonomisty.xml_27	3	None
деньги	Деньгам	2010Ekonomisty.xml_27	4	None
""""	""""	2010Ekonomisty.xml_27	5	None
в	в	2010Ekonomisty.xml_27	6	None
Министерство	Министерстве	2010Ekonomisty.xml_27	7	source
образование	образования	2010Ekonomisty.xml_27	8	source
и	и	2010Ekonomisty.xml_27	9	source
наука	науки	2010Ekonomisty.xml_27	10	source
,	,	2010Ekonomisty.xml_27	11	cue
""""	""""	2010Ekonomisty.xml_27	12	content
наиболее	наиболее	2010Ekonomisty.xml_27	13	content
существенно	существенно	2010Ekonomisty.xml_27	14	content
сокращаться	сокращается	2010Ekonomisty.xml_27	15	content
объем	объем	2010Ekonomisty.xml_27	16	content
бюджетный	бюджетных	2010Ekonomisty.xml_27	17	content
место	мест	2010Ekonomisty.xml_27	18	content
,	,	2010Ekonomisty.xml_27	19	content
выделять	выделяемых	2010Ekonomisty.xml_27	20	content
для	для	2010Ekonomisty.xml_27	21	content
федеральный	федеральных	2010Ekonomisty.xml_27	22	content
орган	органов	2010Ekonomisty.xml_27	23	content
исполнительный	исполнительной	2010Ekonomisty.xml_27	24	content
власть	власти	2010Ekonomisty.xml_27	25	content
,	,	2010Ekonomisty.xml_27	26	content
для	для	2010Ekonomisty.xml_27	27	content
подведомственный	подведомственных	2010Ekonomisty.xml_27	28	content
вуз	вузов	2010Ekonomisty.xml_27	29	content
,	,	2010Ekonomisty.xml_27	30	content
в	в	2010Ekonomisty.xml_27	31	content
который	которых	2010Ekonomisty.xml_27	32	content
подготовка	подготовка	2010Ekonomisty.xml_27	33	content
экономист	экономистов	2010Ekonomisty.xml_27	34	content
не	не	2010Ekonomisty.xml_27	35	content
являться	является	2010Ekonomisty.xml_27	36	content
профильный	профильным	2010Ekonomisty.xml_27	37	content
направление	направлением	2010Ekonomisty.xml_27	38	content
деятельность	деятельности	2010Ekonomisty.xml_27	39	content
,	,	2010Ekonomisty.xml_27	40	content
и	и	2010Ekonomisty.xml_27	41	content
этот	эта	2010Ekonomisty.xml_27	42	content
тенденция	тенденция	2010Ekonomisty.xml_27	43	content
сохраниться	сохранится	2010Ekonomisty.xml_27	44	content
""""	""""	2010Ekonomisty.xml_27	45	content
.	.	2010Ekonomisty.xml_27	46	None
""""	""""	2010Ekonomisty.xml_28	1	content
речь	Речь	2010Ekonomisty.xml_28	2	content
идти	идет	2010Ekonomisty.xml_28	3	content
не	не	2010Ekonomisty.xml_28	4	content
о	о	2010Ekonomisty.xml_28	5	content
""""	""""	2010Ekonomisty.xml_28	6	content
стрельба	стрельбе	2010Ekonomisty.xml_28	7	content
по	по	2010Ekonomisty.xml_28	8	content
площадь	площадям	2010Ekonomisty.xml_28	9	content
""""	""""	2010Ekonomisty.xml_28	10	content
,	,	2010Ekonomisty.xml_28	11	content
а	а	2010Ekonomisty.xml_28	12	content
о	об	2010Ekonomisty.xml_28	13	content
искоренение	искоренении	2010Ekonomisty.xml_28	14	content
халтура	халтуры	2010Ekonomisty.xml_28	15	content
и	и	2010Ekonomisty.xml_28	16	content
сосредоточение	сосредоточении	2010Ekonomisty.xml_28	17	content
ресурс	ресурсов	2010Ekonomisty.xml_28	18	content
в	в	2010Ekonomisty.xml_28	19	content
лучший	лучших	2010Ekonomisty.xml_28	20	content
вуз	вузах	2010Ekonomisty.xml_28	21	content
""""	""""	2010Ekonomisty.xml_28	22	content
,	,	2010Ekonomisty.xml_28	23	None
-	-	2010Ekonomisty.xml_28	24	None
объяснять	объясняет	2010Ekonomisty.xml_28	25	cue
первый	первый	2010Ekonomisty.xml_28	26	source
проректор	проректор	2010Ekonomisty.xml_28	27	source
ГУ-ВШЭ	ГУ-ВШЭ	2010Ekonomisty.xml_28	28	source
Лев	Лев	2010Ekonomisty.xml_28	29	source
Якобсон	Якобсон	2010Ekonomisty.xml_28	30	source
.	.	2010Ekonomisty.xml_28	31	None
""""	""""	2010Ekonomisty.xml_61	1	content
образование	Образование	2010Ekonomisty.xml_61	2	content
не	не	2010Ekonomisty.xml_61	3	content
база	база	2010Ekonomisty.xml_61	4	content
для	для	2010Ekonomisty.xml_61	5	content
карьера	карьеры	2010Ekonomisty.xml_61	6	content
,	,	2010Ekonomisty.xml_61	7	content
а	а	2010Ekonomisty.xml_61	8	content
база	база	2010Ekonomisty.xml_61	9	content
для	для	2010Ekonomisty.xml_61	10	content
бэкграунд	бэкграунда	2010Ekonomisty.xml_61	11	content
,	,	2010Ekonomisty.xml_61	12	content
""""	""""	2010Ekonomisty.xml_61	13	content
-	-	2010Ekonomisty.xml_61	14	None
говорить	говорит	2010Ekonomisty.xml_61	15	cue
Андрей	Андрей	2010Ekonomisty.xml_61	16	source
Щербак	Щербак	2010Ekonomisty.xml_61	17	source
.	.	2010Ekonomisty.xml_61	18	None
обращаться	Обращаясь	2010Filmy_Timura_Bekmambetova.xml_10	1	None
к	к	2010Filmy_Timura_Bekmambetova.xml_10	2	None
корреспондент	корреспонденту	2010Filmy_Timura_Bekmambetova.xml_10	3	None
Форбс	Forbes	2010Filmy_Timura_Bekmambetova.xml_10	4	None
,	,	2010Filmy_Timura_Bekmambetova.xml_10	5	None
Бекмамбетов	Бекмамбетов	2010Filmy_Timura_Bekmambetova.xml_10	6	source
,	,	2010Filmy_Timura_Bekmambetova.xml_10	7	None
хитро	хитро	2010Filmy_Timura_Bekmambetova.xml_10	8	None
улыбаться	улыбаясь	2010Filmy_Timura_Bekmambetova.xml_10	9	None
,	,	2010Filmy_Timura_Bekmambetova.xml_10	10	None
замечать	замечает	2010Filmy_Timura_Bekmambetova.xml_10	11	cue
:	:	2010Filmy_Timura_Bekmambetova.xml_10	12	None
""""	""""	2010Filmy_Timura_Bekmambetova.xml_10	13	content
я	Я	2010Filmy_Timura_Bekmambetova.xml_10	14	content
думать	думаю	2010Filmy_Timura_Bekmambetova.xml_10	15	content
,	,	2010Filmy_Timura_Bekmambetova.xml_10	16	content
что	что	2010Filmy_Timura_Bekmambetova.xml_10	17	content
человек	люди	2010Filmy_Timura_Bekmambetova.xml_10	18	content
все-таки	все-таки	2010Filmy_Timura_Bekmambetova.xml_10	19	content
больше	больше	2010Filmy_Timura_Bekmambetova.xml_10	20	content
хотеть	хотят	2010Filmy_Timura_Bekmambetova.xml_10	21	content
смотреть	смотреть	2010Filmy_Timura_Bekmambetova.xml_10	22	content
кино	кино	2010Filmy_Timura_Bekmambetova.xml_10	23	content
про	про	2010Filmy_Timura_Bekmambetova.xml_10	24	content
себя	себя	2010Filmy_Timura_Bekmambetova.xml_10	25	content
,	,	2010Filmy_Timura_Bekmambetova.xml_10	26	content
чем	чем	2010Filmy_Timura_Bekmambetova.xml_10	27	content
кино	кино	2010Filmy_Timura_Bekmambetova.xml_10	28	content
про	про	2010Filmy_Timura_Bekmambetova.xml_10	29	content
голубой	голубых	2010Filmy_Timura_Bekmambetova.xml_10	30	content
человечек	человечков	2010Filmy_Timura_Bekmambetova.xml_10	31	content
""""	""""	2010Filmy_Timura_Bekmambetova.xml_10	32	content
.	.	2010Filmy_Timura_Bekmambetova.xml_10	33	None
Роднянский	Роднянский	2010Filmy_Timura_Bekmambetova.xml_25	1	source
говорить	говорит	2010Filmy_Timura_Bekmambetova.xml_25	2	cue
,	,	2010Filmy_Timura_Bekmambetova.xml_25	3	cue
что	что	2010Filmy_Timura_Bekmambetova.xml_25	4	cue
Бекмамбетов	Бекмамбетов	2010Filmy_Timura_Bekmambetova.xml_25	5	content
быть	был	2010Filmy_Timura_Bekmambetova.xml_25	6	content
выбрать	выбран	2010Filmy_Timura_Bekmambetova.xml_25	7	content
первый	Первым	2010Filmy_Timura_Bekmambetova.xml_25	8	content
канал	каналом	2010Filmy_Timura_Bekmambetova.xml_25	9	content
на	на	2010Filmy_Timura_Bekmambetova.xml_25	10	content
роль	роль	2010Filmy_Timura_Bekmambetova.xml_25	11	content
создатель	создателя	2010Filmy_Timura_Bekmambetova.xml_25	12	content
фильм	фильма	2010Filmy_Timura_Bekmambetova.xml_25	13	content
как	как	2010Filmy_Timura_Bekmambetova.xml_25	14	content
""""	""""	2010Filmy_Timura_Bekmambetova.xml_25	15	content
бескомпромиссно	бескомпромиссно	2010Filmy_Timura_Bekmambetova.xml_25	16	content
коммерческий	коммерческий	2010Filmy_Timura_Bekmambetova.xml_25	17	content
режиссер	режиссер	2010Filmy_Timura_Bekmambetova.xml_25	18	content
,	,	2010Filmy_Timura_Bekmambetova.xml_25	19	content
не	не	2010Filmy_Timura_Bekmambetova.xml_25	20	content
отравить	отравленный	2010Filmy_Timura_Bekmambetova.xml_25	21	content
никакой	никакого	2010Filmy_Timura_Bekmambetova.xml_25	22	content
род	рода	2010Filmy_Timura_Bekmambetova.xml_25	23	content
амбиция	амбициями	2010Filmy_Timura_Bekmambetova.xml_25	24	content
и	и	2010Filmy_Timura_Bekmambetova.xml_25	25	content
сантименты	сантиментами	2010Filmy_Timura_Bekmambetova.xml_25	26	content
авторский	авторского	2010Filmy_Timura_Bekmambetova.xml_25	27	content
кинематограф	кинематографа	2010Filmy_Timura_Bekmambetova.xml_25	28	content
,	,	2010Filmy_Timura_Bekmambetova.xml_25	29	content
но	но	2010Filmy_Timura_Bekmambetova.xml_25	30	content
при	при	2010Filmy_Timura_Bekmambetova.xml_25	31	content
это	этом	2010Filmy_Timura_Bekmambetova.xml_25	32	content
технологически	технологически	2010Filmy_Timura_Bekmambetova.xml_25	33	content
блистательный	блистательный	2010Filmy_Timura_Bekmambetova.xml_25	34	content
профессионал	профессионал	2010Filmy_Timura_Bekmambetova.xml_25	35	content
""""	""""	2010Filmy_Timura_Bekmambetova.xml_25	36	content
.	.	2010Filmy_Timura_Bekmambetova.xml_25	37	None
""""	""""	2010Filmy_Timura_Bekmambetova.xml_38	1	content
быть	Была	2010Filmy_Timura_Bekmambetova.xml_38	2	content
общий	общая	2010Filmy_Timura_Bekmambetova.xml_38	3	content
картина	картина	2010Filmy_Timura_Bekmambetova.xml_38	4	content
рынок	рынка	2010Filmy_Timura_Bekmambetova.xml_38	5	content
,	,	2010Filmy_Timura_Bekmambetova.xml_38	6	content
и	и	2010Filmy_Timura_Bekmambetova.xml_38	7	content
быть	были	2010Filmy_Timura_Bekmambetova.xml_38	8	content
мы	мы	2010Filmy_Timura_Bekmambetova.xml_38	9	content
-	-	2010Filmy_Timura_Bekmambetova.xml_38	10	content
два	два	2010Filmy_Timura_Bekmambetova.xml_38	11	content
разный	разных	2010Filmy_Timura_Bekmambetova.xml_38	12	content
мир	мира	2010Filmy_Timura_Bekmambetova.xml_38	13	content
""""	""""	2010Filmy_Timura_Bekmambetova.xml_38	14	content
,	,	2010Filmy_Timura_Bekmambetova.xml_38	15	None
-	-	2010Filmy_Timura_Bekmambetova.xml_38	16	None
говорить	говорит	2010Filmy_Timura_Bekmambetova.xml_38	17	cue
Бекмамбетов	Бекмамбетов	2010Filmy_Timura_Bekmambetova.xml_38	18	source
.	.	2010Filmy_Timura_Bekmambetova.xml_38	19	None
""""	""""	2010Filmy_Timura_Bekmambetova.xml_40	1	content
прибыль	Прибыль	2010Filmy_Timura_Bekmambetova.xml_40	2	content
быть	была	2010Filmy_Timura_Bekmambetova.xml_40	3	content
в	в	2010Filmy_Timura_Bekmambetova.xml_40	4	content
район	районе	2010Filmy_Timura_Bekmambetova.xml_40	5	content
30	30	2010Filmy_Timura_Bekmambetova.xml_40	6	content
%	%	2010Filmy_Timura_Bekmambetova.xml_40	7	content
""""	""""	2010Filmy_Timura_Bekmambetova.xml_40	8	content
,	,	2010Filmy_Timura_Bekmambetova.xml_40	9	None
-	-	2010Filmy_Timura_Bekmambetova.xml_40	10	None
говорить	говорит	2010Filmy_Timura_Bekmambetova.xml_40	11	cue
режиссер	режиссер	2010Filmy_Timura_Bekmambetova.xml_40	12	source
.	.	2010Filmy_Timura_Bekmambetova.xml_40	13	None
""""	""""	2010Fizkultura_i_okolo.xml_31	1	content
мы	Мы	2010Fizkultura_i_okolo.xml_31	2	content
становиться	становимся	2010Fizkultura_i_okolo.xml_31	3	content
жертва	жертвами	2010Fizkultura_i_okolo.xml_31	4	content
не	не	2010Fizkultura_i_okolo.xml_31	5	content
совсем	совсем	2010Fizkultura_i_okolo.xml_31	6	content
добросовестный	добросовестной	2010Fizkultura_i_okolo.xml_31	7	content
реклама	рекламы	2010Fizkultura_i_okolo.xml_31	8	content
заменитель	заменителей	2010Fizkultura_i_okolo.xml_31	9	content
грудной	грудного	2010Fizkultura_i_okolo.xml_31	10	content
молоко	молока	2010Fizkultura_i_okolo.xml_31	11	content
""""	""""	2010Fizkultura_i_okolo.xml_31	12	content
,	,	2010Fizkultura_i_okolo.xml_31	13	None
-	-	2010Fizkultura_i_okolo.xml_31	14	None
заявить	заявила	2010Fizkultura_i_okolo.xml_31	15	cue
она	она	2010Fizkultura_i_okolo.xml_31	16	source
,	,	2010Fizkultura_i_okolo.xml_31	17	None
добавить	добавив	2010Fizkultura_i_okolo.xml_31	18	None
,	,	2010Fizkultura_i_okolo.xml_31	19	None
что	что	2010Fizkultura_i_okolo.xml_31	20	None
материнский	материнское	2010Fizkultura_i_okolo.xml_31	21	None
молоко	молоко	2010Fizkultura_i_okolo.xml_31	22	None
являться	является	2010Fizkultura_i_okolo.xml_31	23	None
основа	основой	2010Fizkultura_i_okolo.xml_31	24	None
формирование	формирования	2010Fizkultura_i_okolo.xml_31	25	None
иммунитет	иммунитета	2010Fizkultura_i_okolo.xml_31	26	None
младенец	младенца	2010Fizkultura_i_okolo.xml_31	27	None
и	и	2010Fizkultura_i_okolo.xml_31	28	None
что	что	2010Fizkultura_i_okolo.xml_31	29	None
длительный	длительное	2010Fizkultura_i_okolo.xml_31	30	None
грудной	грудное	2010Fizkultura_i_okolo.xml_31	31	None
вскармливание	вскармливание	2010Fizkultura_i_okolo.xml_31	32	None
рекомендовать	рекомендовано	2010Fizkultura_i_okolo.xml_31	33	None
всемирный	Всемирной	2010Fizkultura_i_okolo.xml_31	34	None
организация	организацией	2010Fizkultura_i_okolo.xml_31	35	None
здравоохранение	здравоохранения	2010Fizkultura_i_okolo.xml_31	36	None
.	.	2010Fizkultura_i_okolo.xml_31	37	None
""""	""""	2010Karpov-Kasparov.xml_51	1	content
наш	Наше	2010Karpov-Kasparov.xml_51	2	content
непримиримый	непримиримое	2010Karpov-Kasparov.xml_51	3	content
соперничество	соперничество	2010Karpov-Kasparov.xml_51	4	content
в	в	2010Karpov-Kasparov.xml_51	5	content
прошлое	прошлом	2010Karpov-Kasparov.xml_51	6	content
""""	""""	2010Karpov-Kasparov.xml_51	7	content
,	,	2010Karpov-Kasparov.xml_51	8	None
-	-	2010Karpov-Kasparov.xml_51	9	None
говорить	говорил	2010Karpov-Kasparov.xml_51	10	cue
Анатолий	Анатолий	2010Karpov-Kasparov.xml_51	11	source
Карпов	Карпов	2010Karpov-Kasparov.xml_51	12	source
.	.	2010Karpov-Kasparov.xml_51	13	None
""""	""""	2010Karpov-Kasparov.xml_66	1	content
чувак	Чувак	2010Karpov-Kasparov.xml_66	2	content
,	,	2010Karpov-Kasparov.xml_66	3	content
я	я	2010Karpov-Kasparov.xml_66	4	content
ты	тебе	2010Karpov-Kasparov.xml_66	5	content
сказать	скажу	2010Karpov-Kasparov.xml_66	6	content
-	-	2010Karpov-Kasparov.xml_66	7	content
это	это	2010Karpov-Kasparov.xml_66	8	content
крутой	круто	2010Karpov-Kasparov.xml_66	9	content
""""	""""	2010Karpov-Kasparov.xml_66	10	content
,	,	2010Karpov-Kasparov.xml_66	11	None
-	-	2010Karpov-Kasparov.xml_66	12	None
описать	описала	2010Karpov-Kasparov.xml_66	13	cue
впечатление	впечатления	2010Karpov-Kasparov.xml_66	14	cue
шахматистка	шахматистка	2010Karpov-Kasparov.xml_66	15	source
.	.	2010Karpov-Kasparov.xml_66	16	None
Каспаров	Каспаров	2010Karpov-Kasparov.xml_67	1	None
никто	никому	2010Karpov-Kasparov.xml_67	2	None
не	не	2010Karpov-Kasparov.xml_67	3	None
дать	дал	2010Karpov-Kasparov.xml_67	4	None
ни	ни	2010Karpov-Kasparov.xml_67	5	None
один	одного	2010Karpov-Kasparov.xml_67	6	None
шанс	шанса	2010Karpov-Kasparov.xml_67	7	None
.	.	2010Karpov-Kasparov.xml_67	8	None
""""	""""	2010Khudozhestvennaya_gimnastika.xml_42	1	content
остаться	Осталось	2010Khudozhestvennaya_gimnastika.xml_42	2	content
только	только	2010Khudozhestvennaya_gimnastika.xml_42	3	content
видеоповтор	видеоповторы	2010Khudozhestvennaya_gimnastika.xml_42	4	content
,	,	2010Khudozhestvennaya_gimnastika.xml_42	5	content
как	как	2010Khudozhestvennaya_gimnastika.xml_42	6	content
в	в	2010Khudozhestvennaya_gimnastika.xml_42	7	content
катание	катании	2010Khudozhestvennaya_gimnastika.xml_42	8	content
,	,	2010Khudozhestvennaya_gimnastika.xml_42	9	content
ввести	ввести	2010Khudozhestvennaya_gimnastika.xml_42	10	content
:	:	2010Khudozhestvennaya_gimnastika.xml_42	11	content
тогда	тогда	2010Khudozhestvennaya_gimnastika.xml_42	12	content
судья	судья	2010Khudozhestvennaya_gimnastika.xml_42	13	content
не	не	2010Khudozhestvennaya_gimnastika.xml_42	14	content
мочь	сможет	2010Khudozhestvennaya_gimnastika.xml_42	15	content
сказать	сказать	2010Khudozhestvennaya_gimnastika.xml_42	16	content
,	,	2010Khudozhestvennaya_gimnastika.xml_42	17	content
что	что	2010Khudozhestvennaya_gimnastika.xml_42	18	content
,	,	2010Khudozhestvennaya_gimnastika.xml_42	19	content
мол	мол	2010Khudozhestvennaya_gimnastika.xml_42	20	content
,	,	2010Khudozhestvennaya_gimnastika.xml_42	21	content
не	не	2010Khudozhestvennaya_gimnastika.xml_42	22	content
видеть	увидел	2010Khudozhestvennaya_gimnastika.xml_42	23	content
,	,	2010Khudozhestvennaya_gimnastika.xml_42	24	content
выполнить	выполнил	2010Khudozhestvennaya_gimnastika.xml_42	25	content
спортсмен	спортсмен	2010Khudozhestvennaya_gimnastika.xml_42	26	content
элемент	элемент	2010Khudozhestvennaya_gimnastika.xml_42	27	content
или	или	2010Khudozhestvennaya_gimnastika.xml_42	28	content
нет	нет	2010Khudozhestvennaya_gimnastika.xml_42	29	content
""""	""""	2010Khudozhestvennaya_gimnastika.xml_42	30	content
,	,	2010Khudozhestvennaya_gimnastika.xml_42	31	None
-	-	2010Khudozhestvennaya_gimnastika.xml_42	32	None
считать	считает	2010Khudozhestvennaya_gimnastika.xml_42	33	cue
Новикова	Новикова	2010Khudozhestvennaya_gimnastika.xml_42	34	source
.	.	2010Khudozhestvennaya_gimnastika.xml_42	35	None
""""	""""	2010Khudozhestvennaya_gimnastika.xml_47	1	content
