lemmas	text	sentence_num	index_of_token_sent	tags
kvalitativní	kvalitativní	ln94205-135-p3s1	9	None
změna	změnu	ln94205-135-p3s1	10	None
,	,	ln94205-135-p3s1	11	None
že	že	ln94205-135-p3s1	12	None
kurátor	kurátor	ln94205-135-p3s1	13	None
navazovat	navazuje	ln94205-135-p3s1	14	None
dnes	dnes	ln94205-135-p3s1	15	None
již	již	ln94205-135-p3s1	16	None
běžně	běžně	ln94205-135-p3s1	17	None
kontakt	kontakt	ln94205-135-p3s1	18	None
s	s	ln94205-135-p3s1	19	None
budoucí	budoucími	ln94205-135-p3s1	20	None
propuštěnec	propuštěnci	ln94205-135-p3s1	21	None
ještě	ještě	ln94205-135-p3s1	22	None
v	ve	ln94205-135-p3s1	23	None
věznice	věznici	ln94205-135-p3s1	24	None
.	.	ln94205-135-p3s1	25	None
současně	Současně	ln94205-76-p2s2	1	content
být	je	ln94205-76-p2s2	2	content
ten	to	ln94205-76-p2s2	3	content
den	den	ln94205-76-p2s2	4	content
definitivní	definitivního	ln94205-76-p2s2	5	content
usmíření	usmíření	ln94205-76-p2s2	6	content
,	,	ln94205-76-p2s2	7	None
říci	řekl	ln94205-76-p2s2	8	cue
včera	včera	ln94205-76-p2s2	9	None
v	v	ln94205-76-p2s2	10	None
Berlín	Berlíně	ln94205-76-p2s2	11	None
při	při	ln94205-76-p2s2	12	None
slavnostní	slavnostním	ln94205-76-p2s2	13	None
ukončení	ukončení	ln94205-76-p2s2	14	None
odchod	odchodu	ln94205-76-p2s2	15	None
ruský	ruských	ln94205-76-p2s2	16	None
vojsko	vojsk	ln94205-76-p2s2	17	None
z	z	ln94205-76-p2s2	18	None
Německo	Německa	ln94205-76-p2s2	19	None
ruský	ruský	ln94205-76-p2s2	20	source
prezident	prezident	ln94205-76-p2s2	21	source
Boris	Boris	ln94205-76-p2s2	22	source
Jelcin	Jelcin	ln94205-76-p2s2	23	source
.	.	ln94205-76-p2s2	24	None
známý	Známá	ln94205-77-p2s2	1	None
hongkongský	hongkongská	ln94205-77-p2s2	2	source
poslankyně	poslankyně	ln94205-77-p2s2	3	source
Emily	Emily	ln94205-77-p2s2	4	source
Lau	Lau	ln94205-77-p2s2	5	source
v	v	ln94205-77-p2s2	6	None
tento	této	ln94205-77-p2s2	7	None
souvislost	souvislosti	ln94205-77-p2s2	8	None
říci	řekla	ln94205-77-p2s2	9	cue
,	,	ln94205-77-p2s2	10	None
že	že	ln94205-77-p2s2	11	content
čínský	čínské	ln94205-77-p2s2	12	content
rozhodnutí	rozhodnutí	ln94205-77-p2s2	13	content
otřást	otřese	ln94205-77-p2s2	14	content
důvěra	důvěrou	ln94205-77-p2s2	15	content
v	v	ln94205-77-p2s2	16	content
Hongkong	Hongkong	ln94205-77-p2s2	17	content
,	,	ln94205-77-p2s2	18	None
a	a	ln94205-77-p2s2	19	None
označit	označila	ln94205-77-p2s2	20	cue
on	je	ln94205-77-p2s2	21	content
za	za	ln94205-77-p2s2	22	content
velmi	velmi	ln94205-77-p2s2	23	content
špatný	špatný	ln94205-77-p2s2	24	content
signál	signál	ln94205-77-p2s2	25	content
pro	pro	ln94205-77-p2s2	26	content
ostrov	ostrov	ln94205-77-p2s2	27	content
i	i	ln94205-77-p2s2	28	content
pro	pro	ln94205-77-p2s2	29	content
svět	svět	ln94205-77-p2s2	30	content
.	.	ln94205-77-p2s2	31	None
na	Na	ln94206-149-p5s9	1	None
dotaz	dotaz	ln94206-149-p5s9	2	None
,	,	ln94206-149-p5s9	3	None
proč	proč	ln94206-149-p5s9	4	None
zůstat	nezůstalo	ln94206-149-p5s9	5	None
jen	jen	ln94206-149-p5s9	6	None
u	u	ln94206-149-p5s9	7	None
zmrazení	zmrazení	ln94206-149-p5s9	8	None
účet	účtů	ln94206-149-p5s9	9	None
,	,	ln94206-149-p5s9	10	None
R	R	ln94206-149-p5s9	11	source
.	.	ln94206-149-p5s9	12	source
Salzmann	Salzmann	ln94206-149-p5s9	13	source
uvést	uvedl	ln94206-149-p5s9	14	cue
,	,	ln94206-149-p5s9	15	None
že	že	ln94206-149-p5s9	16	content
ani	ani	ln94206-149-p5s9	17	content
tento	toto	ln94206-149-p5s9	18	content
opatření	opatření	ln94206-149-p5s9	19	content
být	nebylo	ln94206-149-p5s9	20	content
stoprocentně	stoprocentně	ln94206-149-p5s9	21	content
spolehlivý	spolehlivé	ln94206-149-p5s9	22	content
.	.	ln94206-149-p5s9	23	None
jak	Jak	ln94206-150-p4s2	1	None
tento	tento	ln94206-150-p4s2	2	None
týden	týden	ln94206-150-p4s2	3	None
uvést	uvedl	ln94206-150-p4s2	4	cue
list	list	ln94206-150-p4s2	5	None
Financial	Financial	ln94206-150-p4s2	6	source
Times	Times	ln94206-150-p4s2	7	source
,	,	ln94206-150-p4s2	8	None
rakouský	rakouský	ln94206-150-p4s2	9	content
podíl	podíl	ln94206-150-p4s2	10	content
činit	činí	ln94206-150-p4s2	11	content
hodně	více	ln94206-150-p4s2	12	content
než	než	ln94206-150-p4s2	13	content
čtvrtina	čtvrtinu	ln94206-150-p4s2	14	content
.	.	ln94206-150-p4s2	15	None
vyznat	Vyznají	ln94206-16-p4s5	1	content
se	se	ln94206-16-p4s5	2	content
v	v	ln94206-16-p4s5	3	content
řada	řadě	ln94206-16-p4s5	4	content
řemeslný	řemeslných	ln94206-16-p4s5	5	content
práce	prací	ln94206-16-p4s5	6	content
a	a	ln94206-16-p4s5	7	content
být	není	ln94206-16-p4s5	8	content
pro	pro	ln94206-16-p4s5	9	content
on	ně	ln94206-16-p4s5	10	content
žádný	žádný	ln94206-16-p4s5	11	content
problém	problém	ln94206-16-p4s5	12	content
sednout	sednout	ln94206-16-p4s5	13	content
na	na	ln94206-16-p4s5	14	content
válec	válec	ln94206-16-p4s5	15	content
,	,	ln94206-16-p4s5	16	content
na	na	ln94206-16-p4s5	17	content
traktor	traktor	ln94206-16-p4s5	18	content
nebo	nebo	ln94206-16-p4s5	19	content
na	na	ln94206-16-p4s5	20	content
cokoliv	cokoli	ln94206-16-p4s5	21	content
a	a	ln94206-16-p4s5	22	content
hned	hned	ln94206-16-p4s5	23	content
s	s	ln94206-16-p4s5	24	content
ten	tím	ln94206-16-p4s5	25	content
bezproblémově	bezproblémově	ln94206-16-p4s5	26	content
jet	jedou	ln94206-16-p4s5	27	content
,	,	ln94206-16-p4s5	28	None
říkat	říká	ln94206-16-p4s5	29	cue
P	P	ln94206-16-p4s5	30	source
.	.	ln94206-16-p4s5	31	source
Brůžek	Brůžek	ln94206-16-p4s5	32	source
.	.	ln94206-16-p4s5	33	None
většina	Většina	ln94206-16-p7s3	1	None
stavební	stavebních	ln94206-16-p7s3	2	None
firma	firem	ln94206-16-p7s3	3	None
se	si	ln94206-16-p7s3	4	None
ten	to	ln94206-16-p7s3	5	None
již	již	ln94206-16-p7s3	6	None
uvědomovat	uvědomuje	ln94206-16-p7s3	7	None
a	a	ln94206-16-p7s3	8	None
hledat	hledá	ln94206-16-p7s3	9	None
cesta	cesty	ln94206-16-p7s3	10	None
,	,	ln94206-16-p7s3	11	None
jak	jak	ln94206-16-p7s3	12	None
zvýšit	zvýšit	ln94206-16-p7s3	13	None
odborný	odborné	ln94206-16-p7s3	14	None
znalost	znalosti	ln94206-16-p7s3	15	None
svůj	svých	ln94206-16-p7s3	16	None
pracovník	pracovníků	ln94206-16-p7s3	17	None
.	.	ln94206-16-p7s3	18	None
jak	Jak	ln94206-17-p9s2	1	None
prozradit	prozradil	ln94206-17-p9s2	2	cue
,	,	ln94206-17-p9s2	3	None
z	z	ln94206-17-p9s2	4	content
vydělaný	vydělaných	ln94206-17-p9s2	5	content
peníze	peněz	ln94206-17-p9s2	6	content
být	by	ln94206-17-p9s2	7	content
chtít	chtěl	ln94206-17-p9s2	8	content
pro	pro	ln94206-17-p9s2	9	content
dítě	děti	ln94206-17-p9s2	10	content
postavit	postavit	ln94206-17-p9s2	11	content
na	na	ln94206-17-p9s2	12	content
Ukrajina	Ukrajině	ln94206-17-p9s2	13	content
domek	domek	ln94206-17-p9s2	14	content
.	.	ln94206-17-p9s2	15	None
jak	Jak	ln94206-22-p3s1	1	None
uvést	uvedl	ln94206-22-p3s1	2	cue
,	,	ln94206-22-p3s1	3	None
cíl	cílem	ln94206-22-p3s1	4	content
sdružení	sdružení	ln94206-22-p3s1	5	content
být	není	ln94206-22-p3s1	6	content
snaha	snaha	ln94206-22-p3s1	7	content
omezit	omezit	ln94206-22-p3s1	8	content
přístup	přístup	ln94206-22-p3s1	9	content
na	na	ln94206-22-p3s1	10	content
trh	trh	ln94206-22-p3s1	11	content
ostatní	ostatním	ln94206-22-p3s1	12	content
konkurent	konkurentům	ln94206-22-p3s1	13	content
.	.	ln94206-22-p3s1	14	None
místopředseda	Místopředseda	ln94206-52-p4s2	1	source
KDU	KDU	ln94206-52-p4s2	2	source
-	-	ln94206-52-p4s2	3	source
ČSL	ČSL	ln94206-52-p4s2	4	source
Jan	Jan	ln94206-52-p4s2	5	source
Kasal	Kasal	ln94206-52-p4s2	6	source
včera	včera	ln94206-52-p4s2	7	None
prohlásit	prohlásil	ln94206-52-p4s2	8	cue
,	,	ln94206-52-p4s2	9	None
že	že	ln94206-52-p4s2	10	content
být	je	ln94206-52-p4s2	11	content
možný	možné	ln94206-52-p4s2	12	content
očekávat	očekávat	ln94206-52-p4s2	13	content
iniciativa	iniciativu	ln94206-52-p4s2	14	content
ODS	ODS	ln94206-52-p4s2	15	content
k	ke	ln94206-52-p4s2	16	content
koaliční	koaličnímu	ln94206-52-p4s2	17	content
jednání	jednání	ln94206-52-p4s2	18	content
na	na	ln94206-52-p4s2	19	content
tento	toto	ln94206-52-p4s2	20	content
téma	téma	ln94206-52-p4s2	21	content
.	.	ln94206-52-p4s2	22	None
urazit	Urazil	ln94206-84-p4s6	1	None
se	se	ln94206-84-p4s6	2	None
také	také	ln94206-84-p4s6	3	None
Jásir	Jásir	ln94206-84-p4s6	4	source
Arafat	Arafat	ln94206-84-p4s6	5	source
(	(	ln94206-84-p4s6	6	None
říkat	říká	ln94206-84-p4s6	7	None
se	se	ln94206-84-p4s6	8	None
,	,	ln94206-84-p4s6	9	None
že	že	ln94206-84-p4s6	10	None
speciálně	speciálně	ln94206-84-p4s6	11	None
u	u	ln94206-84-p4s6	12	None
on	něho	ln94206-84-p4s6	13	None
ten	to	ln94206-84-p4s6	14	None
být	není	ln94206-84-p4s6	15	None
věc	věc	ln94206-84-p4s6	16	None
rozhodnutí	rozhodnutí	ln94206-84-p4s6	17	None
)	)	ln94206-84-p4s6	18	None
,	,	ln94206-84-p4s6	19	None
a	a	ln94206-84-p4s6	20	None
prohlásit	prohlásil	ln94206-84-p4s6	21	cue
,	,	ln94206-84-p4s6	22	None
že	že	ln94206-84-p4s6	23	content
izraelský	izraelský	ln94206-84-p4s6	24	content
krok	krok	ln94206-84-p4s6	25	content
být	je	ln94206-84-p4s6	26	content
vážný	vážnou	ln94206-84-p4s6	27	content
překážka	překážkou	ln94206-84-p4s6	28	content
na	na	ln94206-84-p4s6	29	content
cesta	cestě	ln94206-84-p4s6	30	content
k	k	ln94206-84-p4s6	31	content
mír	míru	ln94206-84-p4s6	32	content
.	.	ln94206-84-p4s6	33	None
tento	Toto	ln94207-68-p3s3	1	content
východisko	východisko	ln94207-68-p3s3	2	content
být	je	ln94207-68-p3s3	3	content
pro	pro	ln94207-68-p3s3	4	content
já	nás	ln94207-68-p3s3	5	content
přijatelný	přijatelné	ln94207-68-p3s3	6	content
,	,	ln94207-68-p3s3	7	None
uvést	uvedl	ln94207-68-p3s3	8	cue
Zlatohlávek	Zlatohlávek	ln94207-68-p3s3	9	source
včera	včera	ln94207-68-p3s3	10	None
pro	pro	ln94207-68-p3s3	11	None
LN	LN	ln94207-68-p3s3	12	None
.	.	ln94207-68-p3s3	13	None
v	V	ln94207-76-p12s1	1	None
podstata	podstatě	ln94207-76-p12s1	2	None
být	jsem	ln94207-76-p12s1	3	cue
student	studentům	ln94207-76-p12s1	4	None
,	,	ln94207-76-p12s1	5	None
který	kterých	ln94207-76-p12s1	6	None
se	se	ln94207-76-p12s1	7	None
ten	to	ln94207-76-p12s1	8	None
týkat	týkalo	ln94207-76-p12s1	9	None
,	,	ln94207-76-p12s1	10	None
říci	řekl	ln94207-76-p12s1	11	cue
,	,	ln94207-76-p12s1	12	None
že	že	ln94207-76-p12s1	13	content
vědět	nevědí	ln94207-76-p12s1	14	content
,	,	ln94207-76-p12s1	15	content
co	čemu	ln94207-76-p12s1	16	content
přát	přejí	ln94207-76-p12s1	17	content
a	a	ln94207-76-p12s1	18	content
kdo	komu	ln94207-76-p12s1	19	content
dávat	dávají	ln94207-76-p12s1	20	content
hlas	hlas	ln94207-76-p12s1	21	content
,	,	ln94207-76-p12s1	22	content
když	když	ln94207-76-p12s1	23	content
volat	volají	ln94207-76-p12s1	24	content
po	po	ln94207-76-p12s1	25	content
odstranění	odstranění	ln94207-76-p12s1	26	content
demokracie	demokracie	ln94207-76-p12s1	27	content
.	.	ln94207-76-p12s1	28	None
koupit	Koupil	ln94207-79-p16s2	1	None
se	si	ln94207-79-p16s2	2	None
hned	hned	ln94207-79-p16s2	3	None
v	v	ln94207-79-p16s2	4	None
první	prvním	ln94207-79-p16s2	5	None
rok	roce	ln94207-79-p16s2	6	None
znovusjednocení	znovusjednocení	ln94207-79-p16s2	7	None
zánovní	zánovní	ln94207-79-p16s2	8	None
Opel	Opel	ln94207-79-p16s2	9	None
,	,	ln94207-79-p16s2	10	None
s	s	ln94207-79-p16s2	11	None
jenž	nímž	ln94207-79-p16s2	12	None
jezdit	jezdí	ln94207-79-p16s2	13	None
každý	každý	ln94207-79-p16s2	14	None
pátek	pátek	ln94207-79-p16s2	15	None
na	na	ln94207-79-p16s2	16	None
velký	velký	ln94207-79-p16s2	17	None
nákup	nákup	ln94207-79-p16s2	18	None
do	do	ln94207-79-p16s2	19	None
supermarket	supermarketu	ln94207-79-p16s2	20	None
.	.	ln94207-79-p16s2	21	None
dosažení	Dosažení	ln94208-14-p2s1	1	None
porozumění	porozumění	ln94208-14-p2s1	2	None
mezi	mezi	ln94208-14-p2s1	3	None
Izrael	Izraelem	ln94208-14-p2s1	4	None
a	a	ln94208-14-p2s1	5	None
organizace	Organizací	ln94208-14-p2s1	6	None
pro	pro	ln94208-14-p2s1	7	None
osvobození	osvobození	ln94208-14-p2s1	8	None
Palestina	Palestiny	ln94208-14-p2s1	9	None
být	bylo	ln94208-14-p2s1	10	None
doprovázený	doprovázeno	ln94208-14-p2s1	11	None
zveřejnění	zveřejněním	ln94208-14-p2s1	12	None
úmysl	úmyslů	ln94208-14-p2s1	13	None
různý	různých	ln94208-14-p2s1	14	None
mezinárodní	mezinárodních	ln94208-14-p2s1	15	None
organizace	organizací	ln94208-14-p2s1	16	None
a	a	ln94208-14-p2s1	17	None
země	zemí	ln94208-14-p2s1	18	None
napomáhat	napomáhat	ln94208-14-p2s1	19	None
rozvoj	rozvoji	ln94208-14-p2s1	20	None
hospodářství	hospodářství	ln94208-14-p2s1	21	None
na	na	ln94208-14-p2s1	22	None
území	územích	ln94208-14-p2s1	23	None
,	,	ln94208-14-p2s1	24	None
na	na	ln94208-14-p2s1	25	None
jenž	nichž	ln94208-14-p2s1	26	None
být	bude	ln94208-14-p2s1	27	None
na	na	ln94208-14-p2s1	28	None
západní	západním	ln94208-14-p2s1	29	None
břeh	břehu	ln94208-14-p2s1	30	None
Jordán	Jordánu	ln94208-14-p2s1	31	None
a	a	ln94208-14-p2s1	32	None
v	v	ln94208-14-p2s1	33	None
Gaza	Gaze	ln94208-14-p2s1	34	None
vykonávaný	vykonávána	ln94208-14-p2s1	35	None
omezený	omezená	ln94208-14-p2s1	36	None
palestinský	palestinská	ln94208-14-p2s1	37	None
samospráva	samospráva	ln94208-14-p2s1	38	None
.	.	ln94208-14-p2s1	39	None
za	Za	ln94208-144-p7s8	1	content
dosavadní	dosavadních	ln94208-144-p7s8	2	content
podmínka	podmínek	ln94208-144-p7s8	3	content
na	na	ln94208-144-p7s8	4	content
ten	tom	ln94208-144-p7s8	5	content
být	byli	ln94208-144-p7s8	6	content
,	,	ln94208-144-p7s8	7	content
být	jsou	ln94208-144-p7s8	8	content
a	a	ln94208-144-p7s8	9	content
být	budou	ln94208-144-p7s8	10	content
prvovýrobce	prvovýrobci	ln94208-144-p7s8	11	content
vždy	vždy	ln94208-144-p7s8	12	content
bitý	biti	ln94208-144-p7s8	13	content
,	,	ln94208-144-p7s8	14	None
říci	řekl	ln94208-144-p7s8	15	cue
Jiří	Jiří	ln94208-144-p7s8	16	source
Nožička	Nožička	ln94208-144-p7s8	17	source
.	.	ln94208-144-p7s8	18	None
Renault	Renault	ln94208-8-p2s1D	1	None
Espace	Espace	ln94208-8-p2s1D	2	None
lze	lze	ln94208-8-p2s1D	3	None
vřele	vřele	ln94208-8-p2s1D	4	None
doporučit	doporučit	ln94208-8-p2s1D	5	None
mladý	mladým	ln94208-8-p2s1D	6	None
rodina	rodinám	ln94208-8-p2s1D	7	None
s	s	ln94208-8-p2s1D	8	None
hodně	více	ln94208-8-p2s1D	9	None
dítě	dětmi	ln94208-8-p2s1D	10	None
,	,	ln94208-8-p2s1D	11	None
který	které	ln94208-8-p2s1D	12	None
počítat	počítají	ln94208-8-p2s1D	13	None
s	s	ln94208-8-p2s1D	14	None
každý	každým	ln94208-8-p2s1D	15	None
kubický	kubickým	ln94208-8-p2s1D	16	None
centimetr	centimetrem	ln94208-8-p2s1D	17	None
zavazadlový	zavazadlového	ln94208-8-p2s1D	18	None
prostor	prostoru	ln94208-8-p2s1D	19	None
.	.	ln94208-8-p2s1D	20	None
dnes	Dnes	ln94208-98-p3s4	1	content
večer	večer	ln94208-98-p3s4	2	content
se	se	ln94208-98-p3s4	3	content
už	už	ln94208-98-p3s4	4	content
moci	můžeme	ln94208-98-p3s4	5	content
oholit	oholit	ln94208-98-p3s4	6	content
,	,	ln94208-98-p3s4	7	None
říci	řekl	ln94208-98-p3s4	8	cue
kapitán	kapitán	ln94208-98-p3s4	9	source
beran	beranů	ln94208-98-p3s4	10	source
Josef	Josef	ln94208-98-p3s4	11	source
Štraub	Štraub	ln94208-98-p3s4	12	source
.	.	ln94208-98-p3s4	13	None
jít	Nejde	ln94209-46-p5s3	1	None
však	však	ln94209-46-p5s3	2	None
o	o	ln94209-46-p5s3	3	None
banální	banální	ln94209-46-p5s3	4	None
mocenský	mocenské	ln94209-46-p5s3	5	None
přetahování	přetahování	ln94209-46-p5s3	6	None
,	,	ln94209-46-p5s3	7	None
ale	ale	ln94209-46-p5s3	8	None
o	o	ln94209-46-p5s3	9	None
konflikt	konflikt	ln94209-46-p5s3	10	None
,	,	ln94209-46-p5s3	11	None
v	v	ln94209-46-p5s3	12	None
jenž	němž	ln94209-46-p5s3	13	None
se	se	ln94209-46-p5s3	14	None
zračit	zračí	ln94209-46-p5s3	15	None
hluboký	hlubší	ln94209-46-p5s3	16	None
programový	programové	ln94209-46-p5s3	17	None
odlišnost	odlišnosti	ln94209-46-p5s3	18	None
.	.	ln94209-46-p5s3	19	None
a	A	ln94209-48-p5s4	1	None
v	v	ln94209-48-p5s4	2	None
ten	té	ln94209-48-p5s4	3	None
samozřejmě	samozřejmě	ln94209-48-p5s4	4	None
i	i	ln94209-48-p5s4	5	None
partner	partner	ln94209-48-p5s4	6	None
být	bude	ln94209-48-p5s4	7	None
vyžadovat	vyžadovat	ln94209-48-p5s4	8	None
ten	to	ln94209-48-p5s4	9	None
i	i	ln94209-48-p5s4	10	None
onen	ono	ln94209-48-p5s4	11	None
ministerstvo	ministerstvo	ln94209-48-p5s4	12	None
,	,	ln94209-48-p5s4	13	None
včetně	včetně	ln94209-48-p5s4	14	None
některý	některého	ln94209-48-p5s4	15	None
klíčový	klíčového	ln94209-48-p5s4	16	None
.	.	ln94209-48-p5s4	17	None
samý	Sám	ln94209-48-p6s3	1	None
kancléř	kancléř	ln94209-48-p6s3	2	source
v	ve	ln94209-48-p6s3	3	None
svůj	svém	ln94209-48-p6s3	4	None
programový	programovém	ln94209-48-p6s3	5	None
prohlášení	prohlášení	ln94209-48-p6s3	6	None
říci	řekl	ln94209-48-p6s3	7	cue
,	,	ln94209-48-p6s3	8	None
že	že	ln94209-48-p6s3	9	content
muset	musíme	ln94209-48-p6s3	10	content
být	být	ln94209-48-p6s3	11	content
připravený	připraveni	ln94209-48-p6s3	12	content
závod	závody	ln94209-48-p6s3	13	content
dobře	lépe	ln94209-48-p6s3	14	content
vybavovat	vybavovat	ln94209-48-p6s3	15	content
.	.	ln94209-48-p6s3	16	None
mít	Má	ln94209-64-p6s4	1	content
ten	to	ln94209-64-p6s4	2	content
ekonomický	ekonomické	ln94209-64-p6s4	3	content
,	,	ln94209-64-p6s4	4	content
ale	ale	ln94209-64-p6s4	5	content
i	i	ln94209-64-p6s4	6	content
výchovný	výchovné	ln94209-64-p6s4	7	content
důvod	důvody	ln94209-64-p6s4	8	content
,	,	ln94209-64-p6s4	9	None
tvrdit	tvrdí	ln94209-64-p6s4	10	cue
Gaifmanová	Gaifmanová	ln94209-64-p6s4	11	source
.	.	ln94209-64-p6s4	12	None
jak	Jak	ln94209-73-p2s2	1	None
LN	LN	ln94209-73-p2s2	2	None
sdělit	sdělil	ln94209-73-p2s2	3	cue
zástupce	zástupce	ln94209-73-p2s2	4	source
pořádající	pořádající	ln94209-73-p2s2	5	source
agentura	agentury	ln94209-73-p2s2	6	source
Media	Media	ln94209-73-p2s2	7	source
World	World	ln94209-73-p2s2	8	source
Petr	Petr	ln94209-73-p2s2	9	source
Bořuta	Bořuta	ln94209-73-p2s2	10	source
,	,	ln94209-73-p2s2	11	None
zbývat	zbývá	ln94209-73-p2s2	12	content
již	již	ln94209-73-p2s2	13	content
jen	jen	ln94209-73-p2s2	14	content
instalovat	instalovat	ln94209-73-p2s2	15	content
zvukový	zvukovou	ln94209-73-p2s2	16	content
aparatura	aparaturu	ln94209-73-p2s2	17	content
a	a	ln94209-73-p2s2	18	content
světelný	světelný	ln94209-73-p2s2	19	content
park	park	ln94209-73-p2s2	20	content
.	.	ln94209-73-p2s2	21	None
být	Bylo	ln94209-89-p3s7	1	content
ten	to	ln94209-89-p3s7	2	content
opět	opět	ln94209-89-p3s7	3	content
varování	varování	ln94209-89-p3s7	4	content
,	,	ln94209-89-p3s7	5	content
že	že	ln94209-89-p3s7	6	content
se	se	ln94209-89-p3s7	7	content
muset	musíme	ln94209-89-p3s7	8	content
na	na	ln94209-89-p3s7	9	content
hra	hru	ln94209-89-p3s7	10	content
obrana	obrany	ln94209-89-p3s7	11	content
zaměřit	zaměřit	ln94209-89-p3s7	12	content
,	,	ln94209-89-p3s7	13	None
vysvětlit	vysvětlil	ln94209-89-p3s7	14	cue
Uhrin	Uhrin	ln94209-89-p3s7	15	source
.	.	ln94209-89-p3s7	16	None
ten	To	ln94210-110-p12s2	1	None
,	,	ln94210-110-p12s2	2	None
že	že	ln94210-110-p12s2	3	None
v	ve	ln94210-110-p12s2	4	None
svůj	svém	ln94210-110-p12s2	5	None
dům	domě	ln94210-110-p12s2	6	None
mít	mají	ln94210-110-p12s2	7	None
divadlo	divadlo	ln94210-110-p12s2	8	None
,	,	ln94210-110-p12s2	9	None
být	by	ln94210-110-p12s2	10	None
moci	mohli	ln94210-110-p12s2	11	None
brát	brát	ln94210-110-p12s2	12	None
ne	ne	ln94210-110-p12s2	13	None
jako	jako	ln94210-110-p12s2	14	None
snížení	snížení	ln94210-110-p12s2	15	None
příjem	příjmů	ln94210-110-p12s2	16	None
,	,	ln94210-110-p12s2	17	None
ale	ale	ln94210-110-p12s2	18	None
jako	jako	ln94210-110-p12s2	19	None
zvýšení	zvýšení	ln94210-110-p12s2	20	None
prestiž	prestiže	ln94210-110-p12s2	21	None
.	.	ln94210-110-p12s2	22	None
o	o	ln94210-110-p12s2	23	None
na	Na	ln94210-122-p5s1	1	content
jeden	jedné	ln94210-122-p5s1	2	content
noha	noze	ln94210-122-p5s1	3	content
se	se	ln94210-122-p5s1	4	content
tenis	tenis	ln94210-122-p5s1	5	content
hrát	hrát	ln94210-122-p5s1	6	content
dát	nedá	ln94210-122-p5s1	7	content
,	,	ln94210-122-p5s1	8	None
oznámit	oznámil	ln94210-122-p5s1	9	cue
Reneberg	Reneberg	ln94210-122-p5s1	10	source
(	(	ln94210-122-p5s1	11	None
48	48	ln94210-122-p5s1	12	None
.	.	ln94210-122-p5s1	13	None
)	)	ln94210-122-p5s1	14	None
poté	poté	ln94210-122-p5s1	15	None
,	,	ln94210-122-p5s1	16	None
co	co	ln94210-122-p5s1	17	None
vzdát	vzdal	ln94210-122-p5s1	18	None
v	v	ln94210-122-p5s1	19	None
další	dalším	ln94210-122-p5s1	20	None
americký	americkém	ln94210-122-p5s1	21	None
osmifinále	osmifinále	ln94210-122-p5s1	22	None
krajan	krajanu	ln94210-122-p5s1	23	None
Martin	Martinovi	ln94210-122-p5s1	24	None
za	za	ln94210-122-p5s1	25	None
stav	stavu	ln94210-122-p5s1	26	None
6	6	ln94210-122-p5s1	27	None
:	:	ln94210-122-p5s1	28	None
3	3	ln94210-122-p5s1	29	None
,	,	ln94210-122-p5s1	30	None
0	0	ln94210-122-p5s1	31	None
:	:	ln94210-122-p5s1	32	None
3	3	ln94210-122-p5s1	33	None
.	.	ln94210-122-p5s1	34	None
tento	Tento	ln94210-22-p2s2	1	content
druh	druh	ln94210-22-p2s2	2	content
pivo	piva	ln94210-22-p2s2	3	content
se	se	ln94210-22-p2s2	4	content
v	v	ln94210-22-p2s2	5	content
Most	Mostě	ln94210-22-p2s2	6	content
začít	začal	ln94210-22-p2s2	7	content
stáčet	stáčet	ln94210-22-p2s2	8	content
letos	letos	ln94210-22-p2s2	9	content
v	v	ln94210-22-p2s2	10	content
duben	dubnu	ln94210-22-p2s2	11	content
,	,	ln94210-22-p2s2	12	content
za	za	ln94210-22-p2s2	13	content
měsíc	měsíc	ln94210-22-p2s2	14	content
srpen	srpen	ln94210-22-p2s2	15	content
jeho	jeho	ln94210-22-p2s2	16	content
produkce	produkce	ln94210-22-p2s2	17	content
vzrůst	vzrostla	ln94210-22-p2s2	18	content
již	již	ln94210-22-p2s2	19	content
na	na	ln94210-22-p2s2	20	content
3.5	3.5	ln94210-22-p2s2	21	content
tisíc	tisíce	ln94210-22-p2s2	22	content
hektolitr	hektolitrů	ln94210-22-p2s2	23	content
,	,	ln94210-22-p2s2	24	None
říci	řekl	ln94210-22-p2s2	25	cue
výrobní	výrobní	ln94210-22-p2s2	26	source
ředitel	ředitel	ln94210-22-p2s2	27	source
Vladislav	Vladislav	ln94210-22-p2s2	28	source
Buchta	Buchta	ln94210-22-p2s2	29	source
.	.	ln94210-22-p2s2	30	None
povolený	Povolen	ln94210-45-p1s1	1	None
být	je	ln94210-45-p1s1	2	None
další	další	ln94210-45-p1s1	3	None
penzijní	penzijní	ln94210-45-p1s1	4	None
fond	fond	ln94210-45-p1s1	5	None
myslit	Myslím	ln94210-48-p4s7	1	None
,	,	ln94210-48-p4s7	2	None
že	že	ln94210-48-p4s7	3	None
se	se	ln94210-48-p4s7	4	None
ten	to	ln94210-48-p4s7	5	None
dát	dá	ln94210-48-p4s7	6	None
dokumentovat	dokumentovat	ln94210-48-p4s7	7	None
jeho	jejich	ln94210-48-p4s7	8	None
další	další	ln94210-48-p4s7	9	None
úspěšnost	úspěšností	ln94210-48-p4s7	10	None
.	.	ln94210-48-p4s7	11	None
počítat	Počítá	ln94210-5-p5s2	1	None
daň	daň	ln94210-5-p5s2	2	None
jako	jako	ln94210-5-p5s2	3	None
celek	celek	ln94210-5-p5s2	4	None
,	,	ln94210-5-p5s2	5	None
